0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
433 -> 1445.41952966785 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
434 -> 1445.41952966785 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
435 -> 1445.41952966785 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
436 -> 1445.41952966785 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
437 -> 1445.41952966785 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
438 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
439 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
440 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
441 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
442 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
443 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
444 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
445 -> 1439.33069322017 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Brianny, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Vougeot, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Epagny, Is-sur-Til, Saint-Juli, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Arnay-le-D, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Pouilly-en
446 -> 1437.65734419656 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Curtil-Sai, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
447 -> 1437.65734419656 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Curtil-Sai, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
448 -> 1437.65734419656 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Curtil-Sai, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
449 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
450 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
451 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
452 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
453 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
454 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
455 -> 1427.98795013338 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Losne, Brazey-en-, Seurre, Nuits-Sain, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Fleurey-su, Vougeot
456 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
457 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
458 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
459 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
460 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
461 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
462 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
