0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
463 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
464 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
465 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
466 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
467 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
468 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
469 -> 1419.75345021916 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
470 -> 1412.96497613691 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Meursault, Santenay, Pommard, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
471 -> 1412.96497613691 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Meursault, Santenay, Pommard, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
472 -> 1412.96497613691 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Meursault, Santenay, Pommard, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
473 -> 1411.87452765679 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Pontailler, Auxonne, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
474 -> 1411.87452765679 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Pontailler, Auxonne, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
475 -> 1411.87452765679 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Curtil-Sai, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Pontailler, Auxonne, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
476 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
477 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
478 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
479 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
480 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
481 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
482 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
483 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
484 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
485 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
486 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
487 -> 1398.61379198403 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Semur-en-A, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
488 -> 1391.49735727608 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Semur-en-A, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
489 -> 1391.49735727608 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Semur-en-A, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
490 -> 1391.49735727608 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Semur-en-A, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
491 -> 1391.49735727608 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Semur-en-A, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
492 -> 1391.49735727608 : Blaisy-Bas, Noidan, Marcigny-s, Braux, Arnay-le-D, Clamerey, Nuits-Sain, Ahuy, Prenois, Fontangy, Vic-sous-T, Leuglay, Savigny-le, Marsannay-, Arc-sur-Ti, Saint-Apol, Brazey-en-, Losne, Seurre, Mirebeau-s, Auxonne, Pontailler, Quetigny, Longvic, Chenove, Selongey, Salives, Saussy, Baigneux-l, Précy-sous, Montigny-S, Saulieu, Alise-Sain, Laignes, Vix, Aisey-sur-, Dompierre-, Bierre-les, Semur-en-A, Aisy-sous-, Roilly, Brianny, Fleurey-su, Curtil-Sai, Epagny, Saint-Juli, Is-sur-Til, Dijon, T, Marsannay-, Genlis, Saulon-la-, Aloxe-Cort, Santenay, Pommard, Meursault, Beaune, Pouilly-en, Vitteaux, Montbard, Normier, Nan-sous-T, Bligny-sur, Chamboeuf, Arcenant, Vougeot
